Sr..No.,Date,Field.Code,Species,Location.Encounterd,Gear.Type,Boat.Name,No..of.Hauls,Tow.duration.hours,Average.Haul.Duration..Hours.,Condition.at.encounter.,Snout.to.Vent..cm.,Body.Length..cm.,Tail.Length..cm.,Weight..g.,Sex,Month,Year,Remarks
207,05-05-2016,,Hydrophis schistosus,Vengurla,Trawler,,NA,8,NA,Alive,NA,106.68,NA,530,Male,May,2016,
208,05-05-2016,,Hydrophis schistosus,Vengurla,Trawler,,NA,10,NA,Alive,NA,109.22,NA,460,Male,May,2016,
209,05-05-2016,,Hydrophis schistosus,Vengurla,Trawler,,NA,10,NA,Alive,NA,114.3,NA,485,Male,May,2016,
210,05-05-2016,,Hydrophis schistosus,Vengurla,Trawler,,NA,8,NA,Dead,NA,NA,NA,NA,,May,2016,
211,08-05-2016,CESS 2023,Hydrophis schistosus,Chivla beach,GillNet,,NA,5,NA,Dead,NA,NA,NA,NA,Male,May,2016,
212,08-05-2016,,Hydrophis schistosus,Chivla beach,GillNet,,NA,5,NA,Alive,NA,82.55,NA,315,,May,2016,
213,08-05-2016,,Hydrophis schistosus,Chivla beach,GillNet,,NA,5,NA,Alive,NA,93.98,NA,340,,May,2016,
214,10-05-2016,,Hydrophis schistosus,Chivla beach,GillNet,,NA,4,NA,Alive,NA,111.76,NA,650,Male,May,2016,
215,11-05-2016,,Hydrophis schistosus,Dandi beach,GillNet,,NA,5,NA,Alive,NA,118.11,NA,749,Male,May,2016,
216,12-05-2016,,Hydrophis schistosus,Dandi beach,GillNet,,NA,3,NA,Alive,NA,86.36,NA,285,Female,May,2016,
217,12-05-2016,,Hydrophis schistosus,Tarkarli,Rampan,,NA,3,NA,Alive,NA,116.84,NA,730,Female,May,2016,
218,12-05-2016,,Hydrophis schistosus,Tarkarli,Rampan,,NA,5,NA,Alive,NA,121.92,NA,795,Female,May,2016,
219,12-05-2016,,Hydrophis schistosus,Tarkarli,Rampan,,NA,5,NA,Alive,NA,134.62,NA,790,Female,May,2016,
220,12-05-2016,,Hydrophis schistosus,Dandi beach,GillNet,,NA,4,NA,Alive,NA,88.9,NA,315,,May,2016,
221,13-05-2016,,Hydrophis schistosus,Dandi beach,GillNet,,NA,4,NA,Alive,NA,NA,NA,NA,,May,2016,
222,13-05-2016,,Hydrophis schistosus,Chivla beach,GillNet,,NA,4,NA,Alive,NA,NA,NA,NA,,May,2016,
223,13-05-2016,,Hydrophis schistosus,Dandi beach,GillNet,,NA,5,NA,Alive,NA,NA,NA,NA,,May,2016,
224,11-11-2016,,Hydrophis curtus,Dandi beach,Rampan,,NA,4,NA,Alive,NA,NA,NA,NA,,November,2016,Juvenile caught in a rampan net. It managed to wiggle its way out of the net. Mesh size? 
225,12-11-2016,,Hydrophis curtus,Dandi beach,Rampan,,NA,4,NA,Alive,NA,39.5,NA,NA,,November,2016,Found one juvenile of the snake in a rampan net. Alive
226,15-11-2016,,Hydrophis schistosus,Dandi beach,GillNet,,NA,5,NA,Alive,82,92.5,10.5,205,Male,November,2016,54.5-svl; 7.5-tl
227,15-11-2016,,Hydrophis schistosus,Dandi beach,GillNet,,NA,5,NA,Alive,78,87,9,NA,,November,2016,"78-svl, 9-tl"
228,15-11-2016,,Hydrophis schistosus,Dandi beach,GillNet,,NA,5,NA,Alive,88,101,23,NA,,November,2016,"All units in centimeters mentioned till 2/12/16 88-svl, 23-tl"
229,16-11-2016,,Hydrophis schistosus,Dandi beach,Rampan,,NA,NA,NA,Alive,35,NA,NA,NA,,November,2016,Juvenile caught in a rampan net; 35 cmls svl
230,16-11-2016,,Hydrophis curtus,Dandi beach,GillNet,,NA,5,NA,Alive,NA,39.5,NA,NA,,November,2016,
231,16-11-2016,,Hydrophis schistosus,Dandi beach,GillNet,,NA,NA,NA,Alive,NA,NA,NA,NA,,November,2016,
232,01-12-2016,,Hydrophis schistosus,Dandi beach,GillNet,,NA,5,NA,Alive,64.2,71.4,7.2,165,Female,December,2016,13.5tl
233,01-12-2016,,Hydrophis schistosus,Dandi beach,GillNet,,NA,3,NA,Alive,103.5,113.8,10.3,545,Female,December,2016,14tl
234,01-12-2016,,Hydrophis schistosus,Dandi beach,GillNet,,NA,4,NA,Alive,67.5,75.7,8.2,360,,December,2016,15.5tl
235,02-12-2016,,Hydrophis schistosus,Dandi beach,GillNet,,NA,5,NA,Alive,68,77.7,9.7,170,Female,December,2016,13.5tl
236,02-12-2016,,Hydrophis schistosus,Dandi beach,GillNet,,NA,5,NA,Alive,94.4,109,14.6,435,,December,2016,15tl
237,03-12-2016,,Hydrophis schistosus,Dandi beach,GillNet,,NA,4,NA,Alive,70.5,78,7.5,310,Male,December,2016,"56svl, 7.5tl"
238,03-12-2016,,Hydrophis schistosus,Dandi beach,GillNet,,NA,3,NA,Alive,81.5,94,12.5,310,,December,2016,"81.5svl, 12.5tl"
239,03-12-2016,,Hydrophis schistosus,Dandi beach,GillNet,,NA,3,NA,Alive,83,93.7,10.7,395,,December,2016,"83 svl, 10.7tl"
240,08-12-2016,CESS 2030,Hydrophis curtus,Dandi beach,Trawler,,NA,NA,NA,Dead,79.7,92.4,12.7,380,Male,December,2016,HC 1
241,08-12-2016,CESS 2031,Hydrophis curtus,Dandi beach,Trawler,,NA,2,NA,Dead,91.9,102.5,10.6,565,Male,December,2016,Will take measurements. Coded as Hydrophis curtis sample 1 and 2. Sub adults
242,08-12-2016,CESS 2032,Hydrophis curtus,Dandi beach,Trawler,,NA,2,NA,Dead,80,92.5,12.5,275,Male,December,2016,Will take measurements. Coded as Hydrophis curtis sample 1 and 2. Sub adults
243,11-12-2016,,Hydrophis schistosus,Dandi beach,GillNet,,NA,5,NA,Alive,87,98,11,485,,December,2016,87svl; 11tl
244,13-12-2016,,Hydrophis curtus,Dandi beach,GillNet,,NA,5,NA,Alive,73,81.1,8.1,420,Female,December,2016,"1 cm tl, 41 cm svl, 3-4 hours, 22 m depth"
245,13-12-2016,,Hydrophis schistosus,Dandi beach,GillNet,,NA,5,NA,Alive,67,75.5,8.5,315,Male,December,2016,"73 cm svl, 8cm tl, depth 22cm. 730 am, tarli net, 1.5 inch mesh net"
246,14-12-2016,,Hydrophis schistosus,Dandi beach,GillNet,,NA,2,NA,Alive,88,101,13,445,,December,2016,"20/12 m depth, gill net- tarli, fishing hours 4-6 am, capture time 7:30 am, HS- svl 75.5 tl- 8.5"
247,14-12-2016,,Hydrophis schistosus,Dandi beach,GillNet,,NA,5,NA,Alive,74,83.6,9.6,310,,December,2016,"svl 74, tl- 9.6"
248,14-12-2016,,Hydrophis schistosus,Dandi beach,GillNet,,NA,5,NA,Alive,59,73,14,345,,December,2016,"svl-59,tl-14"
249,14-12-2016,,Hydrophis schistosus,Dandi beach,GillNet,,NA,5,NA,Alive,78.5,88,9.5,305,,December,2016,"svl-78.5, tl-9.5"
250,16-12-2016,,Hydrophis schistosus,Dandi beach,GillNet,,NA,4.5,NA,Alive,88.5,107,18.5,85,,December,2016,svl-88.5
251,17-12-2016,,Hydrophis schistosus,Dandi beach,GillNet,,NA,3,NA,Alive,NA,101,NA,475,,December,2016,
252,18-12-2016,,Hydrophis schistosus,Dandi beach,GillNet,,NA,3,NA,Alive,NA,101,NA,465,,December,2016,"depth 6 fathom, time when received alive- 7:30 am"
253,18-12-2016,,Hydrophis schistosus,Dandi beach,Rampan,,NA,1.5,NA,Alive,54,47.5,-6.5,150,,December,2016,"SVL-54, received alive 7:50"
254,19-01-2017,CESS 2036,Hydrophis schistosus,Dandi beach,GillNet,,NA,NA,NA,Dead,72.7,80.5,7.8,290,Female,January,2017,"Found dead on the beach, assumed to be captured in gillnet. Fixed as specimen (HS sample 6)"
255,19-01-2017,CESS 2037,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Dead,40.3,45.7,5.4,90,Male,January,2017,Found dead from trawler. Fixed as specimen (HS sample 7). 
256,20-01-2017,CESS 2038,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,64.9,70.9,6,135,Male,January,2017,Captured alive. Found dead about 1 hour into observation. Fixed as specimen (HS sample 8)
257,20-01-2017,CESS 2039,Hydrophis curtus,Dandi beach,Trawler,,NA,NA,NA,Dead,87.8,97.6,9.8,410,Male,January,2017,Found dead from trawler. Fixed as specimen (HC sample 5). 
258,20-01-2017,CESS 2040,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Dead,83.2,93.9,10.7,295,Male,January,2017,Found dead from trawler. Fixed as specimen (HS sample 9). 
259,20-01-2017,CESS 2054,Hydrophis curtus,Dandi beach,Trawler,,NA,NA,NA,Alive,57,64,7,170,Female,January,2017,"Variant of HC. Kept for observation for 6 days (144 hours). Found dead at end, so fixed as specimen (HC Sample 7)"
260,20-01-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,49.5,55.5,6,115,,January,2017,"svl-49.5,tl-6. Released after 48 hours"
261,20-01-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,51,59,8,155,,January,2017,"svl-51,tl-8. Released after 48 hours"
262,20-01-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,56,64.5,8.5,140,,January,2017,"svl-56,tl-8.5. Released after 48 hours"
263,20-01-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,72.5,85,12.5,300,,January,2017,"svl-72.5,tl=12.5. Released after 48 hours"
264,20-01-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,79,88,9,450,,January,2017,"svl-79,tl=9. Released after 48 hours"
265,21-01-2017,CESS 2041,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Dead,86.9,97.1,10.2,270,Male,January,2017,Found dead from trawler. Caught in last (3rd) haul. Fixed as specimen (HS sample 10). 
266,21-01-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,49.5,57.5,8,120,,January,2017,"svl=49.5,tl=8.Caught in last (3rd) haul. Released after 24 hours"
267,21-01-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,49,57,8,120,,January,2017,"svl-49,tl-8. Caught in last (3rd) haul. Released after 24 hours"
268,21-01-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,50.2,56.2,6,185,,January,2017,"svl-50.2,tl=6.Caught in last (3rd) haul. Released after 24 hours"
269,21-01-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,52,58.4,6.4,165,,January,2017,"svl-52,tl-6.4.Caught in last (3rd) haul. Released after 24 hours"
270,22-01-2017,CESS 2042,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Dead,55.2,60.3,5.1,185,Male,January,2017,Found dead from trawler. Taken at 9-10 fathom depth.  Liver extract taken (HS-11) but specimen discarded 
271,22-01-2017,CESS 2043,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Dead,74.9,83.8,8.9,220,Female,January,2017,Found dead from trawler. Taken at 9-10 fathom depth. Liver extract (HS-12) and gut content (parrotfish?) taken and fixed.
272,22-01-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,63.5,72.5,9,360,,January,2017,"svl=63.5,tl=9. Taken at 9-10 fathom depth. Released after 24 hours"
273,22-01-2017,,Acrochordus granulatus,Dandi beach,Trawler,,NA,NA,NA,Alive,71.6,78,6.5,305,,January,2017,"svl=71.5,tl=6.5. Taken at 9-10 fathom depth. File snake! Released after 4 days (96 hours)"
274,22-01-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,76,89,13,540,,January,2017,"svl=76,tl=13. Taken at 9-10 fathom depth. Released after 24 hours"
275,22-01-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,78,88,10,560,,January,2017,"svl=78, tl=10. Taken at 9-10 fathom depth. Released after 24 hours"
276,22-01-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,83,94,11,490,,January,2017,"svl=83,tl=11. Taken at 9-10 fathom depth. Slight labial injury. Hardened mass of approx 1cm found ventrally on the abdomen. Released after 24 hours"
277,22-01-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,72,81,9,295,,January,2017,"svl-72,tl-9. Taken at 9-10 fathom depth. Slight Labial Injury. Released after 24 hours"
278,22-01-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,80,92,12,515,,January,2017,"svl-80,tl-12. Taken at 9-10 fathom depth. Released after 24 hours"
279,22-01-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,NA,NA,NA,NA,,January,2017,Taken at 9-10 fathom depth. Seemed injured upon capture. Found dead around 2 hours into observation. Discarded (Insufficient fixation medium)
280,23-01-2017,CESS 2044,Hydrophis schistosus,Dandi beach,Trawler,,NA,9,NA,Dead,88.1,100.2,12.1,345,Male,January,2017,Found dead from trawler. Taken at 10-12 fathom depth. Fixed as specimen HS sample 13
281,23-01-2017,CESS 2045,Hydrophis curtus,Dandi beach,Trawler,,NA,9,NA,Dead,NA,NA,NA,NA,,January,2017,Found dead from trawler. Taken at 10-12 fathom depth. Fixed as specimen HC sample 6. Tissue extracted
282,23-01-2017,CESS 2046,Hydrophis schistosus,Dandi beach,Trawler,,NA,9,NA,Alive,103.5,114.6,11.1,745,Female,January,2017,Taken at 10-12 fathom depth. Found dead about 18 hours into observation. Fixed as specimen (HS Sample 14)
283,23-01-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,9,NA,Alive,NA,NA,NA,NA,,January,2017,HS adult captured by trawler. Escaped into the water during transfer to icebox
284,23-01-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,9,NA,Alive,64,75,11,450,,January,2017,"svl=64,tl=11. Taken at 10-12 fathom depth. Released after 24 hours"
285,23-01-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,9,NA,Alive,70.5,82.5,12,325,,January,2017,"svl=70.5,tl=12. Taken at 10-12 fathom depth. Released after 24 hours"
286,23-01-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,9,NA,Alive,76,86,10,435,,January,2017,"svl=76,tl=10. Taken at 10-12 fathom depth. Released after 24 hours"
287,24-01-2017,CESS 2047,Hydrophis schistosus,Dandi beach,GillNet,,NA,3,NA,Alive,99.5,114.1,14.6,330,Male,January,2017,"Captured alive from gillnet, 12-15 fathom depth. Appeared injured. Died a few hours later in observation (11:00). Fixed as specimen HS sample 15"
288,24-01-2017,CESS 2048,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,51.1,56.3,5.2,140,Female,January,2017,Received alive from trawler. Died in observation about 13 hours later. Fixed as specimen (HS sample 16)
289,24-01-2017,CESS 2049,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,75.9,88,12.1,295,Male,January,2017,Received alive from trawler. Died in observation about 13 hours later. Fixed as specimen (HS sample 17)
290,24-01-2017,CESS 2051,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,74.8,83.8,9,205,Male,January,2017,Received alive from trawler. Died in observation about 21 hours later. Fixed as specimen (HS sample 19)
291,24-01-2017,,Hydrophis curtus,Dandi beach,GillNet,,NA,NA,NA,Dead,NA,NA,NA,NA,,January,2017,"Found dead on beach, probably from gillnet? Rotting, crows feeding on it. "
292,24-01-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,64.5,74,9.5,180,,January,2017,"svl=64.5,tl=9.5. Injury on dorsal side"
293,24-01-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,71,83.5,12.5,380,,January,2017,"svl=71.,tl=12.5"
294,24-01-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,79,91,12,395,,January,2017,"svl=79,tl=12"
295,24-01-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,82.2,96,13.8,420,,January,2017,"svl=82.2, tl=13.8"
296,25-01-2017,CESS 2050,Hydrophis schistosus,Dandi beach,GillNet,,NA,NA,NA,Dead,108,125,17,750,Male,January,2017,Captured by gillnet the previous night (24/01). Sorted only in the morning. Probably why it was found dead? Fixed as specimen (HS sample 18)
297,25-01-2017,CESS 2052,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,63,70.4,7.4,135,Female,January,2017,Received alive from trawler. Died in observation about 12 hours later. Fixed as specimen (HS sample 20)
298,25-01-2017,CESS 2053,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,89,102,13,360,Male,January,2017,Received alive from trawler. Died in observation about 18 hours later. Fixed as specimen (HS sample 21)
299,25-01-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,65.5,77.5,12,355,,January,2017,"svl=65.5,tl=12"
300,25-01-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,71.5,82,10.5,280,,January,2017,"svl=71.5,tl=10.5"
301,25-01-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,71.5,77.5,6,410,,January,2017,"svl=71.5,tl=6"
302,25-01-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,78,91.6,13.6,485,,January,2017,"svl=78,tl=13.6"
303,25-01-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,3,NA,Alive,91.5,101.5,10,470,,January,2017,"svl=91.5,tl=101.5. Captured by gillnet at 5 fathom. Released after 24 hours"
304,25-01-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,93,107.5,14.5,435,,January,2017,"svl=93,tl=14.5"
305,26-01-2017,CESS 2055,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Dead,67,73,6,155,Female,January,2017,Received dead from trawler. Fixed as HS Sample 22
306,26-01-2017,CESS 2056,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,70,79,9,125,Male,January,2017,Received alive from trawler. Died in observation about 13 hours later. Fixed as specimen (HS sample 23)
307,26-01-2017,,Hydrophis schistosus,Dandi beach,,,NA,NA,NA,Dead,NA,NA,NA,NA,,January,2017,"Dead juvenile found on beach, rotting. Likely been dead for at least a week. "
308,26-01-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,54,62,8,140,,January,2017,"svl=54,tl=8. Released after 21 hours"
309,26-01-2017,,Hydrophis schistosus,Dandi beach,Rampan,,NA,NA,NA,Alive,57.4,65,7.6,220,,January,2017,"svl=57.4,tl=7.6. Released after 30 hours"
310,26-01-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,NA,NA,Alive,74.5,84.5,10,985,,January,2017,"svl=74.5,tl=10. Captured by gillnet at around 6:00 at 10 fathom. Released after 30 hours"
311,26-01-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,85,98,13,515,,January,2017,"svl=85,tl=13. Released after 21 hours"
312,26-01-2017,,Hydrophis curtus,Dandi beach,GillNet,,NA,NA,NA,Alive,38.7,44.1,5.4,220,,January,2017,"svl-38.7,tl-5.4. Caught at around 19:00 the previous night (25/01), at 10-12 fathom. Released after 30 hours"
313,26-01-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,54.5,63.1,8.6,120,,January,2017,"svl-54.5,tl-8.6. Released after 21 hours"
314,27-01-2017,CESS 2057,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Dead,46.5,52,5.5,115,Female,January,2017,Received dead from trawler. Fixed as HS Sample 24
315,27-01-2017,CESS 2058,Hydrophis curtus,Dandi beach,Trawler,,NA,NA,NA,Dead,60,67,7,125,,January,2017,Received dead from trawler. Fixed as HC Sample 8
316,27-01-2017,CESS 2059,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Dead,91.5,106.2,14.7,455,Male,January,2017,Received dead from trawler. Fixed as HS Sample 25
317,27-01-2017,CESS 2060,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Dead,60,69.1,9.1,125,Male,January,2017,Received dead from trawler. Liver extracted (HS-26) but specimen discarded
318,27-01-2017,CESS 2061,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,38,42.5,4.5,40,Female,January,2017,Received alive from trawler. Found dead 23 hours later. Fixed as HS sample 27 + liver
319,27-01-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,57.5,66.5,9,230,,January,2017,"svl=57.5,tl=9"
320,27-01-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,59.5,68.1,8.6,230,,January,2017,"svl=59.5,tl=8.6"
321,27-01-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,72,72,8,290,,January,2017,"svl=72,tl=8"
322,29-01-2017,CESS 2062,Hydrophis schistosus,Dandi beach,GillNet,,NA,NA,NA,Dead,60,68.5,8.5,150,Female,January,2017,"Caught at 06:00, at 8 fathom. Head injured: skin peeled off from ventral side. Liver extracted (HS-28) but specimen discarded."
323,29-01-2017,CESS 2063,Hydrophis schistosus,Dandi beach,GillNet,,NA,NA,NA,Alive,73,84.2,11.2,270,,January,2017,"Received alive, but injured. Jaw dislocated, bleeding. Found dead about 8 hours later. Regurgitated a huge fish (~28cm). Both fixed (HS sample 29) but in ethanol!"
324,30-01-2017,,Hydrophis curtus,Dandi beach,GillNet,,NA,NA,NA,Dead,NA,NA,NA,NA,,January,2017,"Dead HC on the beach, fed on by crows. Discarded by gillnet?"
325,30-01-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,103,116.5,13.5,545,,January,2017,"svl=103,tl=13.5. Released after 20 hours"
326,30-01-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,77.5,88.5,11,400,,January,2017,"svl=77.5,tl=11. Released after 20 hours"
327,31-01-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,NA,75.5,NA,165,,January,2017,"Received alive, seemed weak/injured. Found dead 2 hours later, liver sample HS-30"
328,31-01-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,52.5,61,8.5,250,,January,2017,"svl=52.5,tl=8.5. Captured at 10-12 fathom"
329,31-01-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,66,77.5,11.5,645,,January,2017,"svl=66,tl=11.5. Captured at 10-12 fathom"
330,31-01-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,70.5,80.9,10.4,625,,January,2017,"svl=70.5,tl=10.4. Captured at 10-12 fathom"
331,31-01-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,78.5,91,12.5,485,,January,2017,"svl=78.5,tl=12.5. Captured at 10-12 fathom"
332,31-01-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,89.5,101.5,12,730,,January,2017,"svl=89.5,tl=12. Captured at 10-12 fathom"
333,01-02-2017,CESS 2065,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,64,72.4,8.4,150,Female,February,2017,"Received alive, found dead about 15 hours into observation (HS-31)"
334,01-02-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,48,54.9,6.9,125,,February,2017,"svl=48,tl=6.9. Juvenile with distinct bands"
335,01-02-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,53,61.7,8.7,205,,February,2017,"svl=53,tl=8.7"
336,01-02-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,60.5,67.8,7.3,325,,February,2017,"svl=60.5,tl=7.3"
337,01-02-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,70.5,80,9.5,435,,February,2017,"svl=70.5,tl=9.5"
338,01-02-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,75.5,85.7,10.2,375,,February,2017,"svl=75.5,tl=10.2. Injuries near head"
339,02-02-2017,CESS 2066,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Dead,97,111.3,14.3,340,,February,2017,"svl=66.5; hl=2, hw=1. Fixed as HS sample 32"
340,02-02-2017,CESS 2067,Hydrophis curtus,Dandi beach,Trawler,,NA,NA,NA,Dead,91,104,13,410,Male,February,2017,"svl=42.5; hl=2.2, hw=1.8. Fixed as HC sample 9"
341,02-02-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,66.8,75,8.2,170,,February,2017,"svl=66.8, HL=2, HW=1. Found dead 2 hours into observation. Specimen discarded"
342,02-02-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,75.5,87,11.5,390,,February,2017,"svl=75.5; hl=2.2, hw=1.8"
343,04-02-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Dead,67,77,10,225,,February,2017,"svl=67, hl-1.5, hw-2.5"
344,04-02-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,55,61.7,6.7,210,,February,2017,svl-55
345,04-02-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,57.4,65.5,8.1,150,,February,2017,"svl-57.4, injury near the head "
346,04-02-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,58,65,8,230,,February,2017,"svl-58, tl-8"
347,04-02-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,65.5,75.5,10,195,,February,2017,svl-65.5
348,05-02-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,78.5,88,9.5,725,,February,2017,"Probably gravid female svl-78.5, tl-9.5"
349,05-02-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,58,69.5,11.5,305,,February,2017,svl-58
350,05-02-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,73.4,83.5,10.1,260,,February,2017,svl-73.4
351,05-02-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,73.5,82.4,8.9,375,,February,2017,svl-73.5
352,05-02-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,75.3,87,11.7,370,,February,2017,svl-75.3
353,09-02-2017,CESS 2068,Hydrophis schistosus,Dandi beach,GillNet,,NA,NA,NA,Dead,69,75.5,6.5,165,,February,2017,"Caught at 6:00, 10 fathom. Fixed as HS Sample 33. Gut content removed - small silvery fish, yellow tail, mostly intact "
354,09-02-2017,CESS 2069,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Dead,94.5,108.8,14.3,545,,February,2017,Fixed as HS Sample 34
355,09-02-2017,CESS 2070,Hydrophis curtus,Dandi beach,Trawler,,NA,NA,NA,Dead,79.5,89.5,10,510,Female,February,2017,Fixed as HC Sample 10
356,09-02-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,NA,NA,Dead,NA,NA,NA,NA,,February,2017,"Found dead and headless on the beach, probably from gillnet"
357,09-02-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,NA,NA,Alive,76.5,90,13.5,620,,February,2017,svl=76.5. Caught at 10 fathom. Released after 25 hours
358,10-02-2017,,Hydrophis curtus,Dandi beach,Trawler,,NA,NA,NA,Alive,57.5,63.5,6,295,,February,2017,svl=57.5. Caught at 10-12 fathom. Released 23 hours later
359,12-02-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,3.5,NA,Alive,42.7,50.5,7.8,165,,February,2017,svl=42.7. Fishing time from 3:30 to 7:00. Released after 24 hours
